loan_id,cust_id,loan_reason,requested_amount,payback_amount,installment,cat_number_accounts,cat_number_loans_accounts
221165,612,Housing,7000,8049.960000000001,223.61,1,0
221162,613,Car,10000,12700.079999999998,176.39,2,1
221159,614,Car,12000,15239.88,423.33,1,1
221156,615,Financial,4000,5519.88,153.33,2,0
221153,616,Financial,10000,13800.24,191.67,1,1
221150,617,Personal,12000,15840.0,264.0,1,0
221147,618,Housing,10000,11499.84,239.58,2,0
221144,619,Housing,15000,17250.12,479.17,1,0
221141,620,Car,7000,8890.08,370.42,1,1
221138,621,Car,10000,12700.079999999998,529.17,1,1
221135,622,Financial,7000,9660.24,134.17,2,0
221132,623,Car,7000,8889.84,123.47,2,1
221129,624,Car,5000,6350.039999999999,176.39,1,0
221123,626,Car,10000,12700.079999999998,529.17,1,0
221120,627,Housing,25000,28750.32,399.31,1,0
221114,629,Housing,10000,11499.84,319.44,1,0
221111,630,Personal,7000,9240.0,385.0,1,0
221108,631,Financial,4000,5520.0,230.0,1,0
221105,632,Financial,10000,20700.0,431.25,1,0
221102,633,Car,12000,15239.88,423.33,1,0
221099,634,Financial,15000,20700.0,287.5,1,1
221096,635,Personal,12000,15840.0,264.0,1,0
221093,636,Financial,12000,16560.0,690.0,2,0
221090,637,Housing,15000,17250.0,287.5,3,0
221087,638,Car,7000,8890.199999999999,148.17,1,1
221084,639,Personal,7000,9240.0,192.5,1,0
221081,640,Car,20000,25400.159999999996,529.17,1,0
221078,641,Car,7000,8889.84,123.47,1,0
221075,642,Car,7000,8890.08,370.42,2,0
221072,643,Housing,7000,8050.32,111.81,1,1
221069,644,Personal,20000,26400.0,550.0,2,0
221066,645,Car,10000,12699.84,264.58,3,0
221063,646,Personal,7000,9239.76,128.33,1,0
221060,647,Personal,12000,15840.0,440.0,1,0
221057,648,Car,7000,8889.84,123.47,1,0
221054,649,Car,15000,19050.239999999998,396.88,1,1
221051,650,Financial,10000,13800.0,287.5,1,0
221048,651,Housing,7000,8050.32,111.81,2,1
221042,653,Car,10000,12700.079999999998,176.39,1,0
221039,654,Housing,7000,8050.08,167.71,2,0
221036,655,Car,10000,15240.24,211.67,3,0
221033,656,Car,12000,15240.24,211.67,1,0
221030,657,Personal,4000,5280.12,146.67,1,1
221027,658,Personal,7000,9239.76,128.33,1,0
221024,659,Personal,10000,32999.76,458.33,3,0
221021,660,Car,7000,8889.84,123.47,1,2
221018,661,Personal,12000,15840.0,330.0,1,1
221015,662,Housing,4000,4599.84,95.83,1,0
221012,663,Car,15000,19050.239999999998,396.88,1,0
221009,664,Car,10000,12700.079999999998,352.78,1,1
221006,665,Financial,15000,20700.0,345.0,1,2
221003,666,Personal,15000,19800.0,550.0,1,0
221000,667,Personal,20000,26400.0,550.0,1,0
220997,668,Financial,15000,20700.0,862.5,3,0
220994,669,Housing,12000,13800.0,287.5,1,0
220991,670,Housing,15000,17250.0,287.5,2,0
220988,671,Car,10000,12699.84,264.58,2,0
220985,672,Car,10000,12699.84,264.58,1,0
220979,674,Car,7000,8889.84,246.94,1,2
220976,675,Housing,15000,17250.0,718.75,2,0
220973,676,Housing,25000,28750.32,399.31,1,0
220970,677,Car,10000,12700.199999999999,211.67,3,2
220967,678,Personal,7000,9240.0,192.5,3,0
220964,679,Car,7000,8890.08,185.21,1,0
220961,680,Car,4000,5079.960000000001,141.11,2,0
220958,681,Housing,10000,11499.84,159.72,1,0
220955,682,Car,7000,8889.84,246.94,1,0
220952,683,Car,7000,8889.84,246.94,1,0
220949,684,Car,12000,15240.0,317.5,1,2
220946,685,Car,25000,31750.08,661.46,3,0
220943,686,Car,10000,12699.84,264.58,1,0
220940,687,Financial,12000,16560.0,460.0,1,0
220937,688,Housing,20000,23000.16,479.17,1,0
220934,689,Car,15000,19049.76,264.58,1,0
220931,690,Housing,7000,8050.08,335.42,2,1
220928,691,Personal,20000,26400.0,550.0,1,1
220925,692,Personal,15000,19800.0,412.5,1,0
220922,693,Personal,20000,26399.88,733.33,2,0
220919,694,Housing,7000,8050.199999999999,134.17,1,0
220916,695,Personal,7000,9240.0,385.0,1,1
220913,696,Car,10000,12700.199999999999,211.67,1,1
220910,697,Housing,7000,8050.08,335.42,1,0
220907,698,Personal,10000,13200.0,550.0,1,0
220904,699,Car,7000,8889.84,123.47,1,0
220901,700,Personal,5000,6600.0,137.5,1,0
220898,701,Car,15000,19050.0,793.75,2,1
220895,702,Car,10000,12700.079999999998,352.78,2,0
220892,703,Personal,10000,13200.0,220.0,1,0
220889,704,Housing,10000,11500.08,479.17,1,1
220886,705,Housing,7000,8050.08,167.71,2,0
220883,706,Financial,10000,13800.0,287.5,1,0
220880,707,Financial,10000,20700.0,575.0,1,0
220874,709,Car,10000,12700.199999999999,211.67,1,0
220871,710,Financial,25000,34500.24,479.17,1,0
220868,711,Car,7000,8890.08,370.42,1,0
220865,712,Car,7000,8890.08,185.21,1,0
220862,713,Housing,15000,17250.12,479.17,1,0
220859,714,Financial,25000,34500.0,718.75,1,0
220856,715,Housing,15000,17249.760000000002,239.58,1,1
220853,716,Car,15000,19050.12,529.17,1,0
220850,717,Car,10000,19050.239999999998,396.88,2,0
220847,718,Financial,5000,6900.0,143.75,1,2
220844,719,Car,25000,31750.08,661.46,1,1
220841,720,Personal,10000,13200.12,366.67,1,0
220838,721,Personal,15000,19800.0,275.0,1,1
220835,722,Car,10000,12700.079999999998,352.78,1,0
220832,723,Housing,7000,8050.08,167.71,1,2
220829,724,Housing,12000,13799.88,383.33,3,0
220826,725,Car,10000,12700.079999999998,176.39,1,0
220823,726,Housing,12000,13800.0,287.5,1,0
220820,727,Car,15000,19049.76,264.58,1,0
220817,728,Financial,10000,13800.0,287.5,3,2
220814,729,Personal,7000,9240.0,192.5,1,0
220811,730,Car,10000,12700.079999999998,529.17,2,1
220808,731,Car,5000,6349.92,132.29,1,0
220805,732,Personal,15000,19800.0,550.0,1,0
220802,733,Car,10000,12700.079999999998,352.78,1,2
220799,734,Personal,10000,13200.12,366.67,1,1
220796,735,Car,20000,25400.159999999996,352.78,1,2
220793,736,Car,15000,19050.239999999998,396.88,1,1
220790,737,Financial,7000,9659.88,268.33,1,0
220787,738,Car,7000,8889.84,123.47,1,0
220784,739,Car,10000,19050.0,793.75,1,0
220781,740,Housing,5000,5749.92,79.86,1,2
220778,741,Personal,12000,15840.0,220.0,1,0
220775,742,Personal,15000,19800.0,412.5,3,0
220772,743,Housing,7000,8049.960000000001,223.61,3,0
220769,744,Housing,4000,4600.08,127.78,1,0
220766,745,Car,12000,15240.0,254.0,1,0
220763,746,Car,10000,12700.199999999999,211.67,1,0
220760,747,Financial,10000,13800.0,575.0,1,1
220757,748,Housing,4000,4599.84,95.83,3,0
220754,749,Car,4000,5079.960000000001,141.11,1,0
220751,750,Personal,5000,6600.0,137.5,1,0
220745,752,Car,7000,8890.199999999999,148.17,1,0
220742,753,Housing,12000,13800.24,191.67,2,1
220739,754,Financial,4000,5520.0,230.0,1,0
220733,756,Personal,10000,13200.12,366.67,1,0
220730,757,Car,25000,31750.08,661.46,1,0
220727,758,Financial,10000,13800.0,287.5,1,0
220724,759,Car,4000,5079.960000000001,141.11,1,0
220721,760,Car,2000,5079.84,105.83,2,1
220718,761,Car,7000,8889.84,246.94,1,0
220715,762,Car,10000,12700.079999999998,352.78,1,0
220709,764,Personal,10000,13199.76,183.33,1,0
220706,765,Housing,12000,13799.88,383.33,3,0
220703,766,Housing,10000,11499.84,319.44,1,0
220697,768,Car,12000,15240.0,254.0,1,0
220694,769,Personal,7000,9240.12,256.67,1,0
220691,770,Car,12000,15239.88,423.33,1,2
220688,771,Financial,15000,20700.0,862.5,1,2
220685,772,Housing,10000,11499.84,319.44,1,0
220682,773,Personal,10000,13200.12,366.67,2,1
220679,774,Housing,7000,8050.199999999999,134.17,2,0
220676,775,Financial,10000,13799.88,383.33,1,0
220673,776,Personal,5000,6599.88,183.33,1,0
220670,777,Personal,12000,15840.0,440.0,1,2
220667,778,Car,12000,15239.88,423.33,3,0
220664,779,Car,10000,12699.84,264.58,1,0
220661,780,Housing,15000,17250.239999999998,359.38,1,0
220658,781,Car,10000,12700.079999999998,352.78,1,0
220655,782,Financial,7000,9660.0,201.25,1,0
220652,783,Financial,15000,20700.0,575.0,1,0
220649,784,Personal,7000,9240.0,385.0,1,0
220643,786,Housing,2000,4599.84,95.83,1,0
220640,787,Housing,10000,11499.84,319.44,1,0
220637,788,Housing,7000,8050.32,111.81,1,0
220634,789,Financial,10000,13799.88,383.33,2,0
220631,790,Car,4000,5079.84,105.83,1,0
220628,791,Housing,10000,11500.08,479.17,1,0
220625,792,Car,7000,8890.08,185.21,1,0
220622,793,Car,10000,12700.199999999999,211.67,1,0
220619,794,Car,10000,12700.079999999998,352.78,1,0
220616,795,Personal,10000,13200.12,366.67,1,0
220613,796,Personal,7000,9239.76,128.33,2,1
220610,797,Financial,15000,20700.0,431.25,1,0
220607,798,Housing,20000,23000.16,479.17,1,0
220601,800,Car,15000,19050.239999999998,396.88,3,0
220598,801,Housing,12000,13800.0,287.5,1,1
220592,803,Housing,10000,11499.84,239.58,2,0
220589,804,Housing,7000,8049.960000000001,223.61,1,0
220586,805,Car,25000,31749.840000000004,440.97,2,0
220583,806,Housing,7000,8050.08,167.71,3,0
220580,807,Car,12000,15239.88,423.33,1,0
220577,808,Car,25000,31750.08,661.46,1,0
220574,809,Housing,7000,8050.08,167.71,1,1
220571,810,Personal,25000,33000.0,687.5,2,2
220568,811,Housing,10000,11499.84,239.58,3,0
220565,812,Car,15000,19050.0,793.75,2,0
220562,813,Car,10000,12700.079999999998,176.39,1,0
220559,814,Car,7000,8890.08,185.21,1,0
220556,815,Car,15000,19050.12,529.17,1,0
220553,816,Financial,15000,20700.0,287.5,2,0
220550,817,Personal,15000,19800.0,825.0,1,0
220547,818,Personal,20000,26400.0,440.0,1,2
220544,819,Housing,12000,13800.0,287.5,1,1
220541,820,Personal,10000,13200.12,366.67,3,0
220538,821,Car,10000,12699.84,264.58,1,1
220535,822,Financial,15000,20700.0,431.25,2,1
220532,823,Car,25000,31749.840000000004,881.94,2,0
220529,824,Financial,7000,9660.0,201.25,1,0
220526,825,Personal,10000,13200.0,275.0,1,0
220523,826,Car,15000,19050.239999999998,396.88,1,2
220520,827,Car,4000,5079.84,105.83,1,0
220517,828,Car,15000,19050.239999999998,396.88,1,0
220511,830,Personal,10000,13199.76,183.33,3,0
220508,831,Financial,10000,16560.0,345.0,1,0
220505,832,Car,7000,8889.84,246.94,1,0
220502,833,Financial,10000,13800.0,287.5,1,0
220499,834,Car,10000,12699.84,264.58,1,0
220496,835,Housing,5000,5749.92,159.72,1,0
220490,837,Car,7000,8889.84,246.94,1,0
220487,838,Car,10000,12700.079999999998,529.17,1,0
220484,839,Financial,10000,16560.0,460.0,1,0
220478,841,Financial,15000,20700.0,575.0,1,0
220475,842,Car,25000,31749.840000000004,440.97,1,0
220472,843,Car,10000,12700.079999999998,529.17,1,1
220469,844,Financial,7000,9660.0,161.0,2,0
220466,845,Personal,7000,9240.0,192.5,1,0
220463,846,Financial,12000,16560.0,345.0,1,0
220460,847,Personal,15000,19800.0,550.0,1,0
220457,848,Car,15000,19050.0,793.75,1,0
220454,849,Personal,10000,15840.0,440.0,1,1
220451,850,Personal,4000,5280.0,110.0,1,1
220448,851,Personal,10000,13200.0,275.0,1,1
220445,852,Car,5000,6349.92,132.29,1,1
220442,853,Car,15000,19050.12,529.17,2,0
220439,854,Car,25000,31749.840000000004,440.97,1,0
220436,855,Housing,10000,11499.84,159.72,2,0
220433,856,Personal,15000,19800.0,275.0,1,0
220430,857,Housing,7000,8049.960000000001,223.61,3,0
220427,858,Car,10000,12699.84,264.58,1,0
220424,859,Car,15000,19050.12,529.17,1,0
220421,860,Car,10000,12700.079999999998,352.78,1,0
220418,861,Personal,7000,9240.12,256.67,1,0
220415,862,Car,7000,8890.08,185.21,1,0
220412,863,Car,7000,8889.84,246.94,3,0
220409,864,Financial,7000,9659.88,268.33,1,0
220406,865,Car,7000,8890.08,185.21,2,0
220403,866,Housing,10000,11499.84,319.44,2,0
220397,868,Car,10000,12700.079999999998,176.39,1,0
220394,869,Personal,7000,9240.12,256.67,1,1
220391,870,Personal,25000,32999.76,458.33,1,1
220388,871,Housing,7000,8050.32,111.81,1,0
220385,872,Housing,10000,11499.84,159.72,2,0
220382,873,Personal,10000,13200.0,275.0,1,0
220379,874,Car,7000,8890.08,185.21,1,0
220376,875,Housing,7000,8049.960000000001,223.61,2,0
220373,876,Personal,10000,13200.0,550.0,1,0
220370,877,Car,7000,8890.08,185.21,1,2
220367,878,Car,25000,31750.08,661.46,1,2
220364,879,Car,10000,12700.079999999998,176.39,3,0
220355,882,Car,7000,8889.84,123.47,1,0
220352,883,Housing,15000,17250.239999999998,359.38,1,0
220349,884,Housing,7000,8050.199999999999,134.17,1,0
220337,888,Housing,7000,8049.960000000001,223.61,2,0
220334,889,Personal,4000,5279.76,73.33,1,0
220331,890,Financial,7000,9660.0,201.25,2,0
220328,891,Personal,15000,19800.0,412.5,1,0
220325,892,Car,10000,12700.079999999998,176.39,2,1
220322,893,Personal,12000,15840.0,440.0,1,2
220319,894,Housing,25000,28750.08,598.96,1,0
220316,895,Car,10000,31749.840000000004,881.94,1,0
220313,896,Financial,12000,16560.0,345.0,1,0
220310,897,Housing,10000,11499.84,319.44,1,0
220307,898,Car,15000,19050.12,529.17,1,0
220304,899,Car,10000,12700.079999999998,176.39,1,0
220295,902,Personal,20000,26399.88,733.33,1,0
220292,903,Personal,5000,6599.88,183.33,2,0
220289,904,Car,12000,15239.88,423.33,1,0
220286,905,Car,12000,15240.24,211.67,2,0
220283,906,Personal,4000,5280.0,110.0,1,0
220280,907,Car,12000,15240.0,317.5,3,0
220277,908,Personal,5000,6600.0,137.5,2,0
220274,909,Personal,10000,13200.12,366.67,2,0
220268,911,Car,10000,12700.079999999998,352.78,1,1
220265,912,Car,7000,8889.84,246.94,1,0
220262,913,Personal,12000,15840.0,220.0,1,0
220259,914,Personal,15000,19800.0,550.0,1,0
220256,915,Housing,10000,11499.84,319.44,1,2
220253,916,Personal,4000,5279.76,73.33,1,0
220250,917,Car,25000,31750.08,661.46,3,1
220247,918,Housing,15000,17250.239999999998,359.38,1,2
220244,919,Housing,12000,13800.0,230.0,3,0
220241,920,Car,7000,8890.08,185.21,2,0
220238,921,Car,7000,8889.84,123.47,1,1
220235,922,Car,7000,8890.08,370.42,1,0
220232,923,Car,10000,12699.84,264.58,1,0
220229,924,Personal,10000,13200.0,275.0,1,0
220226,925,Housing,25000,28750.08,598.96,1,1
220223,926,Car,10000,12700.079999999998,176.39,1,0
220220,927,Car,10000,12700.079999999998,352.78,1,0
220217,928,Car,12000,15240.24,211.67,1,0
220214,929,Car,10000,12700.199999999999,211.67,2,0
220211,930,Personal,10000,13199.76,183.33,1,1
220208,931,Financial,15000,20700.0,575.0,1,0
220202,933,Financial,15000,20700.0,862.5,1,0
220199,934,Personal,10000,13199.76,183.33,2,0
220196,935,Financial,10000,13800.0,287.5,1,1
220193,936,Housing,7000,8050.08,167.71,1,0
220190,937,Car,10000,12700.079999999998,176.39,1,0
220187,938,Car,7000,8889.84,246.94,1,0
220184,939,Personal,25000,33000.0,550.0,2,0
220181,940,Financial,25000,34500.0,718.75,2,0
220178,941,Car,10000,12700.079999999998,176.39,1,1
220175,942,Financial,7000,9660.0,402.5,2,0
220172,943,Housing,7000,8049.960000000001,223.61,2,0
220169,944,Financial,7000,9660.24,134.17,1,2
220166,945,Car,7000,8890.199999999999,148.17,1,1
220163,946,Financial,15000,20700.0,431.25,1,0
220160,947,Personal,15000,19800.0,550.0,2,2
220157,948,Financial,7000,9660.0,161.0,1,0
220154,949,Housing,10000,11499.84,239.58,1,0
220151,950,Financial,4000,5520.24,76.67,2,1
220148,951,Personal,7000,9240.12,256.67,1,0
220145,952,Financial,15000,20700.0,862.5,1,0
220142,953,Car,10000,12700.079999999998,352.78,1,0
220139,954,Housing,15000,17250.0,718.75,1,0
220136,955,Personal,15000,19800.0,550.0,2,0
220133,956,Personal,20000,26399.88,733.33,3,0
220130,957,Financial,7000,9660.0,161.0,1,1
220127,958,Personal,10000,13200.0,275.0,1,0
220124,959,Car,25000,31750.08,661.46,1,1
220121,960,Personal,7000,9239.76,128.33,1,2
220115,962,Car,7000,8889.84,246.94,1,0
220112,963,Personal,10000,13200.0,220.0,1,0
220103,966,Personal,7000,9240.0,385.0,1,0
220100,967,Car,25000,31749.840000000004,881.94,1,0
220097,968,Financial,7000,9659.88,268.33,1,0
220094,969,Car,7000,8890.08,370.42,1,0
220091,970,Car,7000,8889.84,246.94,3,2
220085,972,Car,15000,19050.12,529.17,2,1
220079,974,Housing,10000,11499.84,159.72,3,0
220076,975,Car,7000,8889.84,246.94,1,0
220073,976,Personal,15000,19800.0,275.0,1,0
220070,977,Car,20000,25400.159999999996,529.17,1,1
220067,978,Car,7000,8890.08,185.21,1,0
220064,979,Personal,10000,13200.12,366.67,2,0
220061,980,Personal,7000,9240.0,192.5,1,0
220058,981,Car,15000,19049.76,264.58,2,1
220055,982,Car,12000,15240.0,254.0,3,0
220052,983,Personal,10000,13200.12,366.67,1,0
220049,984,Car,7000,8889.84,123.47,1,0
220046,985,Financial,10000,13799.88,383.33,1,0
220043,986,Car,4000,5080.08,211.67,1,0
220040,987,Personal,15000,19800.0,550.0,1,0
220037,988,Personal,7000,9240.12,256.67,2,1
220034,989,Housing,7000,8050.08,167.71,1,0
220031,990,Car,4000,5079.960000000001,141.11,1,2
220028,991,Car,20000,25399.8,423.33,1,0
220025,992,Financial,10000,13800.0,575.0,1,0
220022,993,Personal,7000,9240.12,256.67,1,0
220019,994,Housing,10000,11500.199999999999,191.67,1,1
220016,995,Car,5000,6349.92,132.29,1,0
220010,997,Financial,10000,13800.0,575.0,1,1
220007,998,Car,15000,19050.239999999998,396.88,1,0
220004,999,Car,20000,25400.159999999996,705.56,1,0
220001,1000,Housing,10000,11500.199999999999,191.67,1,2
219998,1001,Personal,4000,5279.76,73.33,1,1
219995,1002,Car,12000,15239.88,423.33,1,0
219992,1003,Car,10000,12699.84,264.58,2,1
219989,1004,Car,25000,31750.08,661.46,1,0
219986,1005,Personal,12000,15840.0,264.0,1,0
219980,1007,Housing,25000,28750.08,598.96,1,1
219977,1008,Financial,7000,9659.88,268.33,1,0
219974,1009,Car,10000,12700.079999999998,352.78,1,1
219971,1010,Car,15000,19050.239999999998,396.88,1,1
219968,1011,Personal,7000,9240.12,256.67,1,2
219965,1012,Car,15000,19050.0,793.75,1,0
219962,1013,Financial,5000,6900.12,191.67,1,0
219959,1014,Car,10000,12699.84,264.58,2,0
219956,1015,Car,4000,5079.84,105.83,3,1
219953,1016,Car,10000,12700.079999999998,176.39,1,1
219950,1017,Housing,15000,17250.12,479.17,3,0
219944,1019,Personal,7000,9240.12,256.67,1,0
219941,1020,Personal,10000,13200.12,366.67,1,0
219938,1021,Car,10000,12700.079999999998,176.39,1,1
219935,1022,Housing,10000,11500.199999999999,191.67,1,0
219932,1023,Car,10000,12699.84,264.58,3,0
219929,1024,Personal,10000,13199.76,183.33,1,0
219926,1025,Car,12000,15239.88,423.33,1,0
219923,1026,Personal,12000,15840.0,330.0,1,1
219920,1027,Personal,7000,9240.0,385.0,1,2
219917,1028,Financial,7000,9660.24,134.17,2,0
219914,1029,Personal,10000,13200.0,275.0,1,0
219911,1030,Car,7000,8889.84,246.94,2,0
219908,1031,Car,4000,5080.32,70.56,1,0
219905,1032,Financial,7000,9659.88,268.33,1,0
219902,1033,Car,5000,6349.92,264.58,1,1
219899,1034,Personal,12000,15840.0,330.0,3,0
219893,1036,Personal,10000,13200.0,220.0,2,0
219890,1037,Financial,10000,16560.0,276.0,1,0
219887,1038,Housing,25000,28750.2,479.17,1,0
219884,1039,Housing,25000,28750.2,479.17,1,1
219881,1040,Personal,15000,19800.0,330.0,1,0
219878,1041,Housing,7000,8050.199999999999,134.17,1,1
219875,1042,Financial,12000,16560.0,345.0,2,0
219872,1043,Housing,15000,17250.0,287.5,3,0
219866,1045,Car,12000,15239.88,423.33,1,0
219863,1046,Personal,20000,26399.88,733.33,1,0
219860,1047,Personal,7000,9240.0,192.5,1,0
219857,1048,Personal,10000,13200.12,366.67,1,0
219854,1049,Car,10000,12699.84,264.58,1,0
219851,1050,Personal,25000,33000.0,550.0,1,0
219848,1051,Car,25000,31749.840000000004,440.97,3,0
219845,1052,Car,10000,12700.079999999998,176.39,3,2
219842,1053,Personal,25000,32999.76,458.33,2,1
219839,1054,Financial,7000,9659.88,268.33,1,0
219836,1055,Car,25000,31750.08,661.46,1,2
219833,1056,Car,12000,15240.0,317.5,1,0
219830,1057,Personal,15000,19800.0,550.0,2,0
219827,1058,Housing,5000,5749.92,119.79,1,0
219824,1059,Car,15000,19050.239999999998,396.88,1,0
219821,1060,Car,10000,12700.079999999998,352.78,1,0
219812,1063,Personal,10000,13200.0,550.0,2,1
219809,1064,Car,15000,19050.0,793.75,3,0
219806,1065,Car,5000,6350.039999999999,176.39,1,1
219800,1067,Car,25000,31749.840000000004,881.94,1,0
219797,1068,Personal,10000,13200.0,275.0,3,0
219791,1070,Financial,4000,5519.88,153.33,1,1
219788,1071,Housing,15000,17250.12,479.17,1,0
219785,1072,Personal,7000,9240.0,192.5,3,0
219782,1073,Car,10000,12700.079999999998,176.39,1,2
219779,1074,Car,7000,8890.08,185.21,2,1
219776,1075,Personal,15000,19800.0,330.0,1,0
219773,1076,Personal,20000,26400.0,440.0,2,2
219770,1077,Personal,10000,13200.0,220.0,2,0
219767,1078,Car,10000,12700.079999999998,176.39,1,2
219764,1079,Car,7000,8890.08,185.21,1,1
219761,1080,Car,7000,8889.84,246.94,1,0
219758,1081,Car,7000,8890.08,185.21,1,0
219755,1082,Financial,12000,16560.0,230.0,1,0
219752,1083,Car,4000,5080.2,84.67,2,0
219749,1084,Car,4000,5079.84,105.83,1,0
219746,1085,Housing,7000,8050.08,167.71,1,0
219743,1086,Personal,7000,9240.0,385.0,1,0
219740,1087,Car,15000,19050.0,793.75,1,0
219737,1088,Car,20000,25400.159999999996,529.17,1,0
219728,1091,Housing,10000,11500.199999999999,191.67,2,0
219725,1092,Car,4000,5079.960000000001,141.11,1,0
219719,1094,Personal,10000,13200.12,366.67,1,0
219716,1095,Personal,5000,6599.88,183.33,1,0
219710,1097,Car,12000,15239.88,423.33,1,0
219707,1098,Car,5000,6349.68,88.19,2,0
219701,1100,Car,15000,19050.12,529.17,1,0
219698,1101,Personal,10000,13200.0,220.0,1,2
219695,1102,Financial,10000,13800.0,230.0,1,1
219692,1103,Financial,12000,16560.0,690.0,1,0
219686,1105,Car,7000,8889.84,123.47,2,0
219683,1106,Car,15000,19050.239999999998,396.88,3,1
219680,1107,Personal,15000,19800.0,412.5,1,0
219674,1109,Financial,7000,9659.88,268.33,3,1
219668,1111,Personal,25000,33000.0,687.5,2,0
219665,1112,Car,15000,19049.76,264.58,1,0
219662,1113,Financial,15000,20700.0,575.0,1,0
219659,1114,Financial,7000,9659.88,268.33,1,0
219656,1115,Financial,10000,13800.0,575.0,1,0
219653,1116,Personal,10000,13200.0,275.0,1,0
