loan_id,cust_id,date,loan_reason,loan_term,requested_amount,installment,number_loans_accounts,number_accounts
221546,485,2016-03-01,Personal,72,7000,128.33,0,1
221543,486,2018-10-01,Financial,36,7000,268.33,2,3
221540,487,2017-07-01,Car,72,7000,123.47,0,2
221537,488,2016-03-01,Car,48,25000,661.46,1,1
221534,489,2016-01-01,Financial,24,25000,1437.5,0,2
221531,490,2018-01-01,Car,60,15000,317.5,2,1
221528,491,2018-04-01,Housing,48,7000,167.71,1,1
221525,492,2016-01-01,Financial,36,20000,766.67,1,1
221522,493,2016-02-01,Car,24,10000,529.17,0,1
221519,494,2018-07-01,Personal,24,15000,825.0,1,1
221516,495,2017-02-01,Financial,36,15000,575.0,2,1
221513,496,2018-11-01,Car,60,10000,211.67,0,1
221510,497,2018-02-01,Car,48,10000,264.58,1,1
221507,498,2018-08-01,Personal,72,7000,128.33,0,1
221504,499,2017-05-01,Personal,72,25000,458.33,0,1
221501,500,2017-02-01,Personal,60,10000,550.0,0,1
221498,501,2016-06-01,Personal,60,10000,220.0,2,1
221495,502,2018-08-01,Housing,48,10000,718.75,0,1
221492,503,2016-11-01,Car,36,7000,246.94,2,1
221489,504,2016-09-01,Housing,48,7000,167.71,0,1
221486,505,2017-10-01,Housing,48,10000,287.5,1,1
221483,506,2016-09-01,Car,24,25000,1322.92,1,1
221480,507,2016-03-01,Financial,48,25000,718.75,0,1
221477,508,2018-06-01,Personal,24,7000,385.0,0,1
221474,509,2018-03-01,Personal,36,25000,916.67,0,1
221471,510,2017-10-01,Personal,60,12000,264.0,0,3
221468,511,2016-01-01,Housing,36,10000,383.33,0,1
221465,512,2018-03-01,Housing,72,7000,111.81,0,1
221462,513,2017-02-01,Car,48,50000,1322.92,0,1
221459,514,2016-02-01,Financial,36,10000,383.33,0,1
221456,515,2017-11-01,Car,72,50000,881.94,1,1
221453,516,2017-03-01,Car,48,12000,317.5,0,2
221450,517,2017-01-01,Car,48,10000,264.58,0,1
221447,518,2016-04-01,Housing,24,10000,479.17,1,1
221444,519,2017-10-01,Personal,48,12000,330.0,0,1
221441,520,2017-01-01,Housing,72,10000,159.72,1,1
221438,521,2017-04-01,Car,24,7000,370.42,3,1
221435,522,2017-05-01,Car,72,7000,123.47,1,1
221432,523,2016-05-01,Housing,48,7000,167.71,1,2
221429,524,2016-04-01,Housing,72,10000,159.72,0,1
221426,525,2016-01-01,Financial,24,12000,690.0,0,1
221423,526,2016-07-01,Car,36,7000,246.94,1,1
221420,527,2017-08-01,Financial,36,10000,460.0,3,1
221417,528,2017-01-01,Car,48,12000,317.5,0,4
221414,529,2017-11-01,Car,60,12000,254.0,0,1
221411,530,2016-01-01,Personal,72,30000,550.0,2,1
221408,531,2017-01-01,Housing,48,20000,479.17,1,1
221405,532,2017-02-01,Car,36,15000,529.17,0,1
221402,533,2017-04-01,Personal,36,10000,366.67,1,1
221399,534,2016-10-01,Personal,72,12000,220.0,1,2
221396,535,2017-07-01,Housing,48,15000,359.38,0,4
221393,536,2018-03-01,Car,60,10000,317.5,2,1
221390,537,2016-04-01,Housing,48,10000,359.38,0,1
221387,538,2018-05-01,Personal,48,15000,412.5,0,1
221384,539,2017-11-01,Housing,24,30000,1437.5,0,1
221381,540,2016-07-01,Financial,72,15000,287.5,0,1
221378,541,2017-03-01,Car,36,25000,881.94,1,4
221375,542,2016-09-01,Car,36,15000,529.17,0,1
221372,543,2017-02-01,Housing,36,7000,223.61,2,1
221369,544,2016-04-01,Personal,36,4000,146.67,0,1
221366,545,2018-04-01,Personal,72,15000,275.0,0,1
221363,546,2017-12-01,Financial,48,10000,287.5,0,1
221360,547,2017-02-01,Financial,36,15000,575.0,0,1
221357,548,2018-10-01,Car,48,10000,396.88,0,1
221354,549,2018-10-01,Personal,36,7000,256.67,1,1
221351,550,2018-06-01,Personal,36,7000,256.67,0,2
221348,551,2017-05-01,Personal,36,15000,550.0,0,1
221345,552,2018-08-01,Personal,48,7000,192.5,1,2
221342,553,2018-08-01,Personal,24,10000,550.0,1,1
221339,554,2018-11-01,Personal,24,10000,550.0,0,1
221336,555,2016-12-01,Personal,36,15000,550.0,0,1
221333,556,2018-02-01,Car,72,5000,88.19,0,1
221330,557,2017-07-01,Personal,72,20000,366.67,0,2
221327,558,2018-03-01,Car,48,7000,185.21,0,1
221324,559,2016-05-01,Car,48,20000,529.17,1,1
221321,560,2016-04-01,Housing,48,25000,598.96,0,1
221318,561,2017-12-01,Car,72,7000,123.47,0,1
221315,562,2017-01-01,Car,72,10000,176.39,0,1
221312,563,2016-09-01,Car,36,10000,352.78,0,1
221309,564,2016-04-01,Car,60,12000,254.0,0,1
221306,565,2016-11-01,Personal,36,10000,366.67,0,1
221303,566,2018-09-01,Financial,48,15000,431.25,0,1
221300,567,2018-08-01,Car,48,10000,264.58,0,1
221297,568,2016-03-01,Car,72,7000,123.47,1,4
221294,569,2018-03-01,Housing,36,25000,798.61,0,1
221291,570,2017-05-01,Housing,48,12000,287.5,0,1
221288,571,2017-04-01,Financial,48,7000,201.25,0,1
221285,572,2018-02-01,Car,60,15000,317.5,3,1
221282,573,2018-12-01,Housing,60,7000,134.17,0,2
221279,574,2018-03-01,Car,36,7000,246.94,4,2
221276,575,2017-12-01,Car,48,5000,132.29,0,3
221273,576,2016-12-01,Car,72,10000,176.39,0,1
221270,577,2018-11-01,Personal,72,10000,183.33,0,2
221267,578,2017-01-01,Car,48,10000,264.58,2,2
221264,579,2016-10-01,Personal,24,12000,660.0,0,1
221261,580,2016-12-01,Housing,48,15000,359.38,0,1
221258,581,2016-06-01,Housing,48,25000,598.96,0,1
221255,582,2016-11-01,Personal,36,25000,916.67,0,1
221252,583,2016-01-01,Personal,36,5000,183.33,0,1
221249,584,2018-06-01,Car,36,10000,352.78,0,2
221246,585,2017-08-01,Personal,24,7000,385.0,0,3
221243,586,2016-09-01,Car,48,12000,317.5,0,1
221240,587,2018-04-01,Housing,36,10000,319.44,0,1
221237,588,2018-06-01,Car,72,4000,70.56,0,3
221234,589,2016-07-01,Car,24,15000,793.75,2,1
221231,590,2018-01-01,Personal,24,7000,385.0,0,4
221228,591,2018-07-01,Financial,72,20000,383.33,1,1
221225,592,2018-10-01,Financial,72,15000,287.5,1,2
221222,593,2017-07-01,Car,60,50000,1058.33,1,1
221219,594,2017-07-01,Housing,72,15000,239.58,0,1
221216,595,2016-11-01,Personal,36,15000,550.0,0,1
221213,596,2018-03-01,Financial,60,30000,690.0,0,3
221210,597,2017-12-01,Car,72,10000,176.39,0,1
221207,598,2017-09-01,Personal,60,7000,154.0,0,2
221204,599,2016-06-01,Housing,36,7000,223.61,0,1
221201,600,2016-01-01,Housing,48,25000,598.96,0,3
221198,601,2016-11-01,Car,72,7000,123.47,3,1
221195,602,2018-06-01,Financial,36,25000,958.33,0,2
221192,603,2018-03-01,Personal,72,5000,91.67,0,2
221189,604,2017-01-01,Housing,36,2000,127.78,1,1
221186,605,2018-06-01,Car,48,12000,317.5,0,2
221183,606,2016-02-01,Housing,36,10000,319.44,2,1
221180,607,2018-01-01,Car,36,10000,705.56,0,1
221177,608,2017-05-01,Car,36,50000,1763.89,2,3
221174,609,2016-02-01,Personal,72,30000,550.0,0,2
221171,610,2016-10-01,Personal,48,15000,412.5,0,1
221168,611,2016-04-01,Personal,48,25000,687.5,0,1
221165,612,2017-09-01,Housing,36,7000,223.61,0,1
221162,613,2018-06-01,Car,72,10000,176.39,1,2
221159,614,2018-02-01,Car,36,12000,423.33,1,1
221156,615,2018-12-01,Financial,36,4000,153.33,0,2
221153,616,2016-08-01,Financial,72,10000,191.67,1,1
221150,617,2018-06-01,Personal,60,12000,264.0,0,1
221147,618,2016-05-01,Housing,48,10000,239.58,0,2
221144,619,2016-08-01,Housing,36,15000,479.17,0,1
221141,620,2016-11-01,Car,24,7000,370.42,1,1
221138,621,2017-06-01,Car,24,10000,529.17,1,1
221135,622,2016-12-01,Financial,72,7000,134.17,0,2
221132,623,2016-12-01,Car,72,7000,123.47,1,2
221129,624,2017-11-01,Car,36,5000,176.39,0,1
221126,625,2016-09-01,Car,24,50000,2645.83,0,1
221123,626,2016-02-01,Car,24,10000,529.17,0,1
221120,627,2018-09-01,Housing,72,25000,399.31,0,1
221117,628,2016-01-01,Personal,60,30000,660.0,2,1
221114,629,2018-03-01,Housing,36,10000,319.44,0,1
221111,630,2018-06-01,Personal,24,7000,385.0,0,1
221108,631,2017-06-01,Financial,24,4000,230.0,0,1
221105,632,2016-08-01,Financial,48,10000,431.25,0,1
221102,633,2017-12-01,Car,36,12000,423.33,0,1
221099,634,2018-03-01,Financial,72,15000,287.5,1,1
221096,635,2016-11-01,Personal,60,12000,264.0,0,1
221093,636,2018-09-01,Financial,24,12000,690.0,0,2
221090,637,2017-07-01,Housing,60,15000,287.5,0,4
221087,638,2016-03-01,Car,60,7000,148.17,1,1
221084,639,2018-02-01,Personal,48,7000,192.5,0,1
221081,640,2018-02-01,Car,48,20000,529.17,0,1
221078,641,2017-05-01,Car,72,7000,123.47,0,1
221075,642,2018-11-01,Car,24,7000,370.42,0,2
221072,643,2018-09-01,Housing,72,7000,111.81,1,1
221069,644,2016-01-01,Personal,48,20000,550.0,0,2
221066,645,2016-12-01,Car,48,10000,264.58,0,4
221063,646,2017-02-01,Personal,72,7000,128.33,0,1
221060,647,2018-10-01,Personal,36,12000,440.0,0,1
221057,648,2017-11-01,Car,72,7000,123.47,0,1
221054,649,2016-10-01,Car,48,15000,396.88,1,1
221051,650,2018-01-01,Financial,48,10000,287.5,0,1
221048,651,2016-08-01,Housing,72,7000,111.81,1,2
221045,652,2017-04-01,Personal,48,30000,825.0,2,3
221042,653,2017-10-01,Car,72,10000,176.39,0,1
221039,654,2018-11-01,Housing,48,7000,167.71,0,2
221036,655,2017-11-01,Car,72,10000,211.67,0,3
221033,656,2018-06-01,Car,72,12000,211.67,0,1
221030,657,2016-07-01,Personal,36,4000,146.67,1,1
221027,658,2018-11-01,Personal,72,7000,128.33,0,1
221024,659,2016-12-01,Personal,72,10000,458.33,0,3
221021,660,2018-04-01,Car,72,7000,123.47,5,1
221018,661,2018-07-01,Personal,48,12000,330.0,1,1
221015,662,2017-10-01,Housing,48,4000,95.83,0,1
221012,663,2016-10-01,Car,48,15000,396.88,0,1
221009,664,2018-12-01,Car,36,10000,352.78,1,1
221006,665,2017-07-01,Financial,60,15000,345.0,2,1
221003,666,2018-10-01,Personal,36,15000,550.0,0,1
221000,667,2016-11-01,Personal,48,20000,550.0,0,1
220997,668,2017-01-01,Financial,24,15000,862.5,0,4
220994,669,2016-02-01,Housing,48,12000,287.5,0,1
220991,670,2016-07-01,Housing,60,15000,287.5,0,2
220988,671,2016-11-01,Car,48,10000,264.58,0,2
220985,672,2017-12-01,Car,48,10000,264.58,0,1
220982,673,2016-11-01,Personal,24,30000,1650.0,0,3
220979,674,2017-01-01,Car,36,7000,246.94,2,1
220976,675,2017-02-01,Housing,24,15000,718.75,0,2
220973,676,2017-02-01,Housing,72,25000,399.31,0,1
220970,677,2016-07-01,Car,60,10000,211.67,2,5
220967,678,2016-06-01,Personal,48,7000,192.5,0,3
220964,679,2017-11-01,Car,48,7000,185.21,0,1
220961,680,2016-04-01,Car,36,4000,141.11,0,2
220958,681,2017-01-01,Housing,72,10000,159.72,0,1
220955,682,2018-03-01,Car,36,7000,246.94,0,1
220952,683,2017-05-01,Car,36,7000,246.94,0,1
220949,684,2017-01-01,Car,48,12000,317.5,3,1
220946,685,2018-08-01,Car,48,25000,661.46,0,3
220943,686,2017-03-01,Car,48,10000,264.58,0,1
220940,687,2018-06-01,Financial,36,12000,460.0,0,1
220937,688,2017-09-01,Housing,48,20000,479.17,0,1
220934,689,2017-10-01,Car,72,15000,264.58,0,1
220931,690,2017-07-01,Housing,24,7000,335.42,1,2
220928,691,2017-09-01,Personal,48,20000,550.0,1,1
220925,692,2018-03-01,Personal,48,15000,412.5,0,1
220922,693,2017-07-01,Personal,36,20000,733.33,0,2
220919,694,2018-04-01,Housing,60,7000,134.17,0,1
220916,695,2016-01-01,Personal,24,7000,385.0,1,1
220913,696,2017-09-01,Car,60,10000,211.67,1,1
220910,697,2016-03-01,Housing,24,7000,335.42,0,1
220907,698,2018-01-01,Personal,24,10000,550.0,0,1
220904,699,2016-01-01,Car,72,7000,123.47,0,1
220901,700,2018-10-01,Personal,48,5000,137.5,0,1
220898,701,2018-08-01,Car,24,15000,793.75,1,2
220895,702,2016-06-01,Car,36,10000,352.78,0,2
220892,703,2016-10-01,Personal,60,10000,220.0,0,1
220889,704,2017-05-01,Housing,24,10000,479.17,1,1
220886,705,2017-02-01,Housing,48,7000,167.71,0,2
220883,706,2016-04-01,Financial,48,10000,287.5,0,1
220880,707,2016-05-01,Financial,36,10000,575.0,0,1
220877,708,2016-10-01,Financial,48,50000,1437.5,0,1
220874,709,2016-05-01,Car,60,10000,211.67,0,1
220871,710,2016-11-01,Financial,72,25000,479.17,0,1
220868,711,2016-09-01,Car,24,7000,370.42,0,1
220865,712,2018-07-01,Car,48,7000,185.21,0,1
220862,713,2017-12-01,Housing,36,15000,479.17,0,1
220859,714,2017-07-01,Financial,48,25000,718.75,0,1
220856,715,2018-04-01,Housing,72,15000,239.58,1,1
220853,716,2018-02-01,Car,36,15000,529.17,0,1
220850,717,2016-08-01,Car,48,10000,396.88,0,2
220847,718,2016-02-01,Financial,48,5000,143.75,2,1
220844,719,2016-11-01,Car,48,25000,661.46,1,1
220841,720,2017-03-01,Personal,36,10000,366.67,0,1
220838,721,2017-08-01,Personal,72,15000,275.0,1,1
220835,722,2018-08-01,Car,36,10000,352.78,0,1
220832,723,2016-12-01,Housing,48,7000,167.71,2,1
220829,724,2016-10-01,Housing,36,12000,383.33,0,5
220826,725,2016-09-01,Car,72,10000,176.39,0,1
220823,726,2016-02-01,Housing,48,12000,287.5,0,1
220820,727,2016-05-01,Car,72,15000,264.58,0,1
220817,728,2016-08-01,Financial,48,10000,287.5,2,3
220814,729,2017-04-01,Personal,48,7000,192.5,0,1
220811,730,2017-03-01,Car,24,10000,529.17,1,2
220808,731,2018-01-01,Car,48,5000,132.29,0,1
220805,732,2016-05-01,Personal,36,15000,550.0,0,1
220802,733,2016-10-01,Car,36,10000,352.78,3,1
220799,734,2016-02-01,Personal,36,10000,366.67,1,1
220796,735,2017-04-01,Car,72,20000,352.78,2,1
220793,736,2016-07-01,Car,48,15000,396.88,1,1
220790,737,2016-10-01,Financial,36,7000,268.33,0,1
220787,738,2017-06-01,Car,72,7000,123.47,0,1
220784,739,2016-04-01,Car,24,10000,793.75,0,1
220781,740,2016-06-01,Housing,72,5000,79.86,2,1
220778,741,2016-04-01,Personal,72,12000,220.0,0,1
220775,742,2017-10-01,Personal,48,15000,412.5,0,4
220772,743,2016-11-01,Housing,36,7000,223.61,0,4
220769,744,2017-05-01,Housing,36,4000,127.78,0,1
220766,745,2017-09-01,Car,60,12000,254.0,0,1
220763,746,2016-05-01,Car,60,10000,211.67,0,1
220760,747,2017-01-01,Financial,24,10000,575.0,1,1
220757,748,2016-02-01,Housing,48,4000,95.83,0,3
220754,749,2017-02-01,Car,36,4000,141.11,0,1
220751,750,2017-12-01,Personal,48,5000,137.5,0,1
220748,751,2017-11-01,Housing,24,50000,2395.83,0,1
220745,752,2018-05-01,Car,60,7000,148.17,0,1
220742,753,2018-10-01,Housing,72,12000,191.67,1,2
220739,754,2016-05-01,Financial,24,4000,230.0,0,1
220736,755,2018-05-01,Personal,36,10000,1100.0,0,1
220733,756,2018-06-01,Personal,36,10000,366.67,0,1
220730,757,2016-03-01,Car,48,25000,661.46,0,1
220727,758,2016-06-01,Financial,48,10000,287.5,0,1
220724,759,2018-06-01,Car,36,4000,141.11,0,1
220721,760,2017-08-01,Car,48,2000,105.83,1,2
220718,761,2018-11-01,Car,36,7000,246.94,0,1
220715,762,2018-02-01,Car,36,10000,352.78,0,1
220712,763,2017-01-01,Car,24,20000,1058.33,1,1
220709,764,2017-10-01,Personal,72,10000,183.33,0,1
220706,765,2016-03-01,Housing,36,12000,383.33,0,3
220703,766,2016-06-01,Housing,36,10000,319.44,0,1
220700,767,2018-08-01,Financial,60,50000,1150.0,1,2
220697,768,2018-05-01,Car,60,12000,254.0,0,1
220694,769,2018-08-01,Personal,36,7000,256.67,0,1
220691,770,2018-01-01,Car,36,12000,423.33,2,1
220688,771,2018-09-01,Financial,24,15000,862.5,2,1
220685,772,2016-05-01,Housing,36,10000,319.44,0,1
220682,773,2016-08-01,Personal,36,10000,366.67,1,2
220679,774,2017-05-01,Housing,60,7000,134.17,0,2
220676,775,2016-09-01,Financial,36,10000,383.33,0,1
220673,776,2016-10-01,Personal,36,5000,183.33,0,1
220670,777,2018-12-01,Personal,36,12000,440.0,3,1
220667,778,2016-05-01,Car,36,12000,423.33,0,3
220664,779,2017-08-01,Car,48,10000,264.58,0,1
220661,780,2018-02-01,Housing,48,15000,359.38,0,1
220658,781,2016-07-01,Car,36,10000,352.78,0,1
220655,782,2016-06-01,Financial,48,7000,201.25,0,1
220652,783,2017-09-01,Financial,36,15000,575.0,0,1
220649,784,2016-11-01,Personal,24,7000,385.0,0,1
220646,785,2018-08-01,Car,36,50000,1763.89,1,1
220643,786,2017-10-01,Housing,48,2000,95.83,0,1
220640,787,2018-04-01,Housing,36,10000,319.44,0,1
220637,788,2017-12-01,Housing,72,7000,111.81,0,1
220634,789,2017-11-01,Financial,36,10000,383.33,0,2
220631,790,2017-11-01,Car,48,4000,105.83,0,1
220628,791,2018-06-01,Housing,24,10000,479.17,0,1
220625,792,2017-04-01,Car,48,7000,185.21,0,1
220622,793,2017-06-01,Car,60,10000,211.67,0,1
220619,794,2018-12-01,Car,36,10000,352.78,0,1
220616,795,2018-02-01,Personal,36,10000,366.67,0,1
220613,796,2017-10-01,Personal,72,7000,128.33,1,2
220610,797,2018-11-01,Financial,48,15000,431.25,0,1
220607,798,2018-02-01,Housing,48,20000,479.17,0,1
220604,799,2018-05-01,Personal,72,30000,550.0,0,2
220601,800,2017-08-01,Car,48,15000,396.88,0,3
220598,801,2018-04-01,Housing,48,12000,287.5,1,1
220595,802,2016-03-01,Financial,60,30000,690.0,0,1
220592,803,2018-11-01,Housing,48,10000,239.58,0,2
220589,804,2017-05-01,Housing,36,7000,223.61,0,1
220586,805,2017-08-01,Car,72,25000,440.97,0,2
220583,806,2018-11-01,Housing,48,7000,167.71,0,3
220580,807,2018-10-01,Car,36,12000,423.33,0,1
220577,808,2016-11-01,Car,48,25000,661.46,0,1
220574,809,2017-09-01,Housing,48,7000,167.71,1,1
220571,810,2017-02-01,Personal,48,25000,687.5,3,2
220568,811,2018-01-01,Housing,48,10000,239.58,0,3
220565,812,2017-02-01,Car,24,15000,793.75,0,2
220562,813,2016-04-01,Car,72,10000,176.39,0,1
220559,814,2017-08-01,Car,48,7000,185.21,0,1
220556,815,2018-10-01,Car,36,15000,529.17,0,1
220553,816,2017-08-01,Financial,72,15000,287.5,0,2
220550,817,2016-07-01,Personal,24,15000,825.0,0,1
220547,818,2018-10-01,Personal,60,20000,440.0,2,1
220544,819,2017-08-01,Housing,48,12000,287.5,1,1
220541,820,2018-10-01,Personal,36,10000,366.67,0,4
220538,821,2017-11-01,Car,48,10000,264.58,1,1
220535,822,2016-06-01,Financial,48,15000,431.25,1,2
220532,823,2018-04-01,Car,36,25000,881.94,0,2
220529,824,2017-11-01,Financial,48,7000,201.25,0,1
220526,825,2017-03-01,Personal,48,10000,275.0,0,1
220523,826,2016-09-01,Car,48,15000,396.88,3,1
220520,827,2018-04-01,Car,48,4000,105.83,0,1
220517,828,2017-01-01,Car,48,15000,396.88,0,1
220514,829,2017-02-01,Personal,60,50000,1100.0,4,1
220511,830,2016-09-01,Personal,72,10000,183.33,0,3
220508,831,2018-10-01,Financial,48,10000,345.0,0,1
220505,832,2016-04-01,Car,36,7000,246.94,0,1
220502,833,2016-10-01,Financial,48,10000,287.5,0,1
220499,834,2018-08-01,Car,48,10000,264.58,0,1
220496,835,2016-12-01,Housing,36,5000,159.72,0,1
220493,836,2016-06-01,Car,72,50000,881.94,0,1
220490,837,2018-09-01,Car,36,7000,246.94,0,1
220487,838,2016-06-01,Car,24,10000,529.17,0,1
220484,839,2017-02-01,Financial,36,10000,460.0,0,1
220481,840,2017-09-01,Housing,72,30000,479.17,0,1
220478,841,2018-09-01,Financial,36,15000,575.0,0,1
220475,842,2016-07-01,Car,72,25000,440.97,0,1
220472,843,2017-07-01,Car,24,10000,529.17,1,1
220469,844,2018-11-01,Financial,60,7000,161.0,0,2
220466,845,2017-11-01,Personal,48,7000,192.5,0,1
220463,846,2016-09-01,Financial,48,12000,345.0,0,1
220460,847,2017-08-01,Personal,36,15000,550.0,0,1
220457,848,2017-04-01,Car,24,15000,793.75,0,1
220454,849,2016-11-01,Personal,36,10000,440.0,1,1
220451,850,2016-12-01,Personal,48,4000,110.0,1,1
220448,851,2018-11-01,Personal,48,10000,275.0,1,1
220445,852,2016-07-01,Car,48,5000,132.29,1,1
220442,853,2018-04-01,Car,36,15000,529.17,0,2
220439,854,2017-09-01,Car,72,25000,440.97,0,1
220436,855,2016-03-01,Housing,72,10000,159.72,0,2
220433,856,2017-05-01,Personal,72,15000,275.0,0,1
220430,857,2018-01-01,Housing,36,7000,223.61,0,3
220427,858,2018-04-01,Car,48,10000,264.58,0,1
220424,859,2018-12-01,Car,36,15000,529.17,0,1
220421,860,2016-02-01,Car,36,10000,352.78,0,1
220418,861,2018-04-01,Personal,36,7000,256.67,0,1
220415,862,2016-04-01,Car,48,7000,185.21,0,1
220412,863,2017-03-01,Car,36,7000,246.94,0,3
220409,864,2017-04-01,Financial,36,7000,268.33,0,1
220406,865,2016-06-01,Car,48,7000,185.21,0,2
220403,866,2016-03-01,Housing,36,10000,319.44,0,2
220400,867,2016-09-01,Car,72,30000,529.17,0,3
220397,868,2017-12-01,Car,72,10000,176.39,0,1
220394,869,2018-02-01,Personal,36,7000,256.67,1,1
220391,870,2018-08-01,Personal,72,25000,458.33,1,1
220388,871,2017-05-01,Housing,72,7000,111.81,0,1
220385,872,2018-09-01,Housing,72,10000,159.72,0,2
220382,873,2017-04-01,Personal,48,10000,275.0,0,1
220379,874,2016-02-01,Car,48,7000,185.21,0,1
220376,875,2016-01-01,Housing,36,7000,223.61,0,2
220373,876,2018-09-01,Personal,24,10000,550.0,0,1
220370,877,2017-07-01,Car,48,7000,185.21,2,1
220367,878,2016-05-01,Car,48,25000,661.46,2,1
220364,879,2018-06-01,Car,72,10000,176.39,0,3
220361,880,2016-03-01,Personal,72,30000,550.0,0,1
220358,881,2017-11-01,Car,24,30000,1587.5,1,1
220355,882,2017-01-01,Car,72,7000,123.47,0,1
220352,883,2018-04-01,Housing,48,15000,359.38,0,1
220349,884,2017-09-01,Housing,60,7000,134.17,0,1
220346,885,2018-04-01,Housing,60,30000,575.0,0,1
220343,886,2018-08-01,Financial,36,30000,1150.0,0,1
220340,887,2017-10-01,Financial,72,30000,575.0,0,2
220337,888,2016-08-01,Housing,36,7000,223.61,0,2
220334,889,2017-05-01,Personal,72,4000,73.33,0,1
220331,890,2018-11-01,Financial,48,7000,201.25,0,2
220328,891,2018-04-01,Personal,48,15000,412.5,0,1
220325,892,2016-06-01,Car,72,10000,176.39,1,2
220322,893,2018-02-01,Personal,36,12000,440.0,2,1
220319,894,2016-09-01,Housing,48,25000,598.96,0,1
220316,895,2016-02-01,Car,36,10000,881.94,0,1
220313,896,2016-12-01,Financial,48,12000,345.0,0,1
220310,897,2016-01-01,Housing,36,10000,319.44,0,1
220307,898,2018-07-01,Car,36,15000,529.17,0,1
220304,899,2016-05-01,Car,72,10000,176.39,0,1
220301,900,2016-03-01,Housing,48,30000,718.75,0,1
220298,901,2016-10-01,Car,24,20000,1058.33,1,1
220295,902,2018-03-01,Personal,36,20000,733.33,0,1
220292,903,2017-12-01,Personal,36,5000,183.33,0,2
220289,904,2016-11-01,Car,36,12000,423.33,0,1
220286,905,2017-03-01,Car,72,12000,211.67,0,2
220283,906,2016-12-01,Personal,48,4000,110.0,0,1
220280,907,2017-03-01,Car,48,12000,317.5,0,3
220277,908,2018-05-01,Personal,48,5000,137.5,0,2
220274,909,2016-11-01,Personal,36,10000,366.67,0,2
220271,910,2016-01-01,Personal,48,10000,1375.0,1,3
220268,911,2017-10-01,Car,36,10000,352.78,1,1
220265,912,2018-05-01,Car,36,7000,246.94,0,1
220262,913,2017-11-01,Personal,72,12000,220.0,0,1
220259,914,2018-01-01,Personal,36,15000,550.0,0,1
220256,915,2018-08-01,Housing,36,10000,319.44,2,1
220253,916,2018-03-01,Personal,72,4000,73.33,0,1
220250,917,2018-06-01,Car,48,25000,661.46,1,3
220247,918,2017-11-01,Housing,48,15000,359.38,3,1
220244,919,2016-09-01,Housing,60,12000,230.0,0,4
220241,920,2018-06-01,Car,48,7000,185.21,0,2
220238,921,2016-02-01,Car,72,7000,123.47,1,1
220235,922,2017-04-01,Car,24,7000,370.42,0,1
220232,923,2017-01-01,Car,48,10000,264.58,0,1
220229,924,2018-10-01,Personal,48,10000,275.0,0,1
220226,925,2018-07-01,Housing,48,25000,598.96,1,1
220223,926,2017-05-01,Car,72,10000,176.39,0,1
220220,927,2017-06-01,Car,36,10000,352.78,0,1
220217,928,2018-08-01,Car,72,12000,211.67,0,1
220214,929,2018-09-01,Car,60,10000,211.67,0,2
