cust_id,gender,religion,employment,postal_code,birth_date,joined_ING_date,number_client_calls_to_ING,number_client_calls_from_ING
434,M,U,Public Sector,10,1983-11-01,2013-03-01,5,1
435,F,C,Unemployed,60,1972-06-01,2014-02-01,0,0
436,M,U,Unemployed,60,1978-10-01,2014-04-01,2,6
437,F,U,Private Sector,10,1988-06-01,2014-07-01,0,6
438,F,C,Public Sector,30,1985-10-01,2015-04-01,1,4
439,F,U,Public Sector,10,1993-09-01,2016-01-01,2,0
440,M,M,Public Sector,40,1979-01-01,2016-07-01,1,0
441,M,C,Private Sector,50,1971-05-01,2014-03-01,0,2
442,F,U,Unemployed,30,1982-09-01,2013-02-01,5,4
443,M,M,Public Sector,20,1982-02-01,2015-09-01,5,0
444,F,U,Private Sector,10,1981-08-01,2016-01-01,1,0
445,M,M,Unemployed,40,1975-07-01,2012-07-01,0,1
446,M,U,Private Sector,40,1977-03-01,2013-03-01,1,4
447,F,M,Private Sector,70,1988-05-01,2012-12-01,3,0
448,M,M,Public Sector,30,1988-12-01,2017-04-01,0,1
449,F,U,Self-employed,10,1990-03-01,2017-03-01,5,4
450,M,O,Private Sector,40,1977-01-01,2014-04-01,1,1
451,M,U,Public Sector,50,1997-04-01,2015-08-01,0,4
452,M,M,Private Sector,10,1979-04-01,2016-02-01,2,2
453,F,C,Self-employed,10,1991-08-01,2017-05-01,5,0
454,M,U,Public Sector,10,1975-11-01,2016-03-01,0,0
455,M,U,Public Sector,20,1986-12-01,2015-12-01,0,0
456,M,U,Self-employed,20,1984-09-01,2017-02-01,0,0
457,M,M,Self-employed,50,1978-02-01,2015-08-01,5,0
458,M,U,Unemployed,40,1973-11-01,2017-08-01,0,0
459,M,U,Private Sector,20,1990-05-01,2014-04-01,0,7
460,M,M,Public Sector,60,1984-10-01,2013-12-01,4,0
461,F,U,Public Sector,20,1978-10-01,2017-01-01,0,0
462,F,M,Public Sector,40,1971-03-01,2014-07-01,0,5
463,M,M,Private Sector,50,1990-11-01,2018-01-01,0,6
464,M,U,Private Sector,40,1986-06-01,2014-06-01,5,0
465,M,M,Private Sector,10,1995-06-01,2017-05-01,5,0
466,F,U,Public Sector,20,1972-01-01,2014-03-01,0,0
467,F,C,Public Sector,40,1980-11-01,2016-01-01,3,1
468,M,J,Private Sector,10,1980-03-01,2014-03-01,0,6
469,M,U,Private Sector,40,1983-05-01,2013-07-01,0,0
470,M,O,Public Sector,10,1975-04-01,2012-11-01,0,0
471,M,U,Private Sector,30,1981-04-01,2013-04-01,1,0
472,M,J,Private Sector,70,1979-07-01,2016-02-01,5,0
473,F,C,Public Sector,50,1979-12-01,2014-01-01,0,2
474,M,O,Unemployed,40,1984-04-01,2016-10-01,5,6
475,M,C,Private Sector,40,1982-01-01,2013-01-01,0,6
476,M,U,Private Sector,20,1984-03-01,2015-07-01,3,4
477,F,U,Public Sector,70,1965-07-01,2014-09-01,3,1
478,M,U,Unemployed,10,1980-07-01,2015-12-01,1,0
479,M,U,Self-employed,40,1973-09-01,2014-10-01,0,3
480,F,M,Public Sector,40,1979-02-01,2014-09-01,0,6
481,M,U,Private Sector,10,1974-07-01,2015-11-01,0,0
482,M,J,Private Sector,30,1974-12-01,2014-03-01,2,0
483,F,C,Public Sector,80,1989-08-01,2017-08-01,0,4
484,M,O,Public Sector,10,1993-12-01,2015-02-01,3,1
485,F,C,Unemployed,30,1987-03-01,2012-02-01,3,0
486,M,M,Public Sector,60,1988-10-01,2016-04-01,2,0
487,M,C,Public Sector,30,1988-07-01,2016-12-01,0,0
488,M,U,Public Sector,70,1980-03-01,2014-04-01,0,0
489,M,C,Unemployed,40,1986-01-01,2012-07-01,4,0
490,F,U,Private Sector,50,1979-01-01,2017-01-01,0,7
491,F,C,Private Sector,80,1974-04-01,2015-12-01,1,0
492,M,O,Public Sector,20,1981-01-01,2012-08-01,4,0
493,M,U,Self-employed,50,1973-02-01,2012-02-01,0,0
494,M,O,Public Sector,70,1982-07-01,2015-05-01,0,6
495,M,U,Private Sector,30,1982-02-01,2013-09-01,3,2
496,M,C,Private Sector,60,1977-11-01,2017-01-01,0,1
497,F,O,Unemployed,80,1981-02-01,2016-02-01,0,6
498,F,C,Self-employed,20,1984-08-01,2016-05-01,0,6
499,F,U,Public Sector,10,1991-05-01,2013-08-01,5,2
500,M,M,Public Sector,60,1985-02-01,2013-05-01,2,0
501,M,U,Unemployed,80,1977-06-01,2014-12-01,1,3
502,F,M,Self-employed,10,1974-08-01,2015-10-01,0,6
503,M,U,Self-employed,70,1975-11-01,2013-07-01,1,0
504,M,O,Unemployed,40,1988-09-01,2012-12-01,1,0
505,F,M,Private Sector,40,1985-10-01,2014-04-01,2,0
506,M,U,Public Sector,30,1985-09-01,2014-08-01,0,7
507,F,U,Private Sector,80,1992-03-01,2013-04-01,0,0
508,M,U,Private Sector,10,1977-06-01,2017-11-01,0,0
509,M,C,Public Sector,30,1981-03-01,2015-02-01,0,4
510,F,J,Unemployed,20,1982-10-01,2016-03-01,4,1
511,M,M,Private Sector,10,1975-01-01,2012-10-01,0,0
512,M,U,Public Sector,50,1985-03-01,2015-07-01,0,0
513,M,U,Self-employed,20,1988-02-01,2016-03-01,1,6
514,M,J,Private Sector,20,1991-02-01,2013-10-01,3,0
515,M,U,Unemployed,10,1979-11-01,2015-12-01,2,0
516,M,U,Self-employed,10,1977-03-01,2014-04-01,0,0
517,M,C,Private Sector,10,1979-01-01,2015-05-01,1,1
518,M,U,Public Sector,40,1982-04-01,2015-07-01,5,0
519,M,U,Public Sector,10,1984-10-01,2013-11-01,1,0
520,M,U,Unemployed,40,1988-01-01,2014-04-01,0,0
521,M,U,Self-employed,40,1980-04-01,2015-07-01,2,1
522,F,O,Private Sector,20,1981-05-01,2015-12-01,0,1
523,M,C,Private Sector,40,1986-05-01,2012-05-01,0,0
524,F,U,Unemployed,20,1980-04-01,2015-07-01,0,0
525,M,O,Private Sector,50,1986-01-01,2013-02-01,0,1
526,F,J,Self-employed,50,1987-07-01,2013-11-01,0,1
527,M,M,Private Sector,50,1971-08-01,2015-06-01,0,1
528,M,J,Public Sector,60,1978-01-01,2013-11-01,0,1
529,M,U,Self-employed,50,1980-11-01,2015-12-01,0,4
530,M,J,Private Sector,70,1977-01-01,2014-01-01,0,1
531,F,U,Private Sector,40,1982-01-01,2014-08-01,0,6
532,M,U,Self-employed,70,1982-02-01,2013-08-01,0,0
533,M,U,Private Sector,30,1988-04-01,2016-02-01,1,1
534,F,J,Private Sector,80,1974-10-01,2013-06-01,5,0
535,M,C,Public Sector,30,1981-07-01,2015-10-01,4,0
536,M,M,Unemployed,40,1988-03-01,2017-03-01,0,0
537,M,M,Private Sector,70,1972-04-01,2014-10-01,0,0
538,M,C,Private Sector,30,1992-05-01,2017-02-01,1,0
539,M,U,Public Sector,30,1981-11-01,2017-05-01,2,1
540,M,C,Unemployed,50,1987-07-01,2014-10-01,0,1
541,F,U,Unemployed,30,1986-03-01,2014-02-01,0,0
542,M,O,Private Sector,10,1979-09-01,2016-02-01,0,4
543,F,U,Private Sector,80,1979-02-01,2014-01-01,0,0
544,F,U,Unemployed,10,1983-04-01,2014-07-01,3,0
545,M,U,Private Sector,20,1977-04-01,2016-07-01,3,0
546,M,C,Self-employed,10,1978-12-01,2016-04-01,0,0
547,M,C,Unemployed,30,1989-02-01,2016-01-01,0,0
548,F,M,Private Sector,20,1982-10-01,2015-08-01,1,0
549,M,C,Private Sector,20,1986-10-01,2015-03-01,3,0
550,F,C,Public Sector,30,1987-06-01,2015-11-01,5,1
551,M,J,Private Sector,10,1981-05-01,2016-07-01,0,0
552,M,J,Public Sector,10,1979-08-01,2017-11-01,5,0
553,M,J,Public Sector,40,1977-08-01,2015-09-01,4,4
554,M,U,Unemployed,50,1979-11-01,2016-08-01,1,6
555,M,U,Unemployed,10,1987-12-01,2014-04-01,1,2
556,F,O,Public Sector,50,1992-02-01,2015-10-01,4,0
557,M,U,Self-employed,60,1981-07-01,2016-01-01,2,0
558,M,C,Public Sector,70,1991-03-01,2016-12-01,0,1
559,M,U,Public Sector,40,1985-05-01,2013-06-01,0,7
560,M,U,Unemployed,20,1984-04-01,2015-09-01,1,7
561,M,O,Private Sector,10,1982-12-01,2015-07-01,4,0
562,M,U,Private Sector,10,1982-01-01,2015-01-01,0,0
563,F,C,Public Sector,70,1982-09-01,2015-01-01,3,4
564,M,J,Private Sector,10,1974-04-01,2015-05-01,1,0
565,F,O,Unemployed,50,1984-11-01,2013-01-01,0,1
566,M,U,Public Sector,40,1983-09-01,2017-11-01,0,1
567,F,U,Public Sector,20,1981-08-01,2017-03-01,0,0
568,M,U,Unemployed,40,1985-03-01,2012-12-01,2,0
569,F,C,Public Sector,40,1984-03-01,2016-02-01,0,5
570,M,U,Public Sector,50,1988-05-01,2016-01-01,4,0
571,M,U,Private Sector,30,1980-04-01,2016-08-01,0,0
572,F,C,Public Sector,10,1976-02-01,2014-12-01,0,6
573,M,O,Public Sector,60,1984-12-01,2017-03-01,5,0
574,M,C,Public Sector,10,1977-03-01,2014-08-01,0,0
575,M,C,Unemployed,80,1977-12-01,2017-01-01,4,0
576,M,C,Unemployed,10,1984-12-01,2013-05-01,0,1
577,F,C,Unemployed,10,1971-11-01,2014-12-01,1,0
578,M,U,Unemployed,60,1978-01-01,2015-04-01,0,4
579,F,U,Public Sector,30,1985-10-01,2013-06-01,0,0
580,F,C,Private Sector,50,1989-12-01,2013-07-01,0,7
581,F,C,Public Sector,50,1979-06-01,2012-06-01,0,0
582,M,U,Private Sector,10,1969-11-01,2015-03-01,4,2
583,M,O,Public Sector,20,1979-01-01,2013-10-01,0,6
584,M,M,Public Sector,80,1980-06-01,2016-11-01,5,1
585,M,C,Private Sector,50,1988-08-01,2013-10-01,0,0
586,M,J,Self-employed,30,1983-09-01,2014-07-01,5,0
587,F,M,Unemployed,60,1985-04-01,2016-08-01,0,0
588,M,C,Private Sector,10,1983-06-01,2017-07-01,1,4
589,M,C,Private Sector,50,1973-07-01,2015-03-01,0,0
590,F,U,Private Sector,10,1974-01-01,2015-10-01,3,0
591,M,U,Private Sector,30,1989-07-01,2014-12-01,1,7
592,M,C,Private Sector,10,1990-10-01,2016-01-01,0,0
593,F,C,Private Sector,10,1978-07-01,2016-06-01,3,0
594,M,J,Public Sector,70,1982-07-01,2014-04-01,1,7
595,M,U,Public Sector,60,1970-11-01,2015-09-01,5,0
596,F,C,Private Sector,10,1987-03-01,2017-07-01,0,7
597,M,C,Private Sector,50,1972-12-01,2017-02-01,0,0
598,M,U,Public Sector,10,1988-09-01,2013-08-01,2,0
599,F,O,Unemployed,40,1971-06-01,2015-10-01,0,0
600,F,U,Public Sector,10,1973-01-01,2013-10-01,2,0
601,M,U,Private Sector,20,1972-11-01,2015-07-01,5,0
602,F,J,Unemployed,20,1978-06-01,2014-08-01,3,0
603,M,U,Unemployed,10,1984-03-01,2014-08-01,1,5
604,F,M,Unemployed,20,1983-01-01,2013-02-01,1,0
605,M,O,Private Sector,10,1978-06-01,2016-12-01,0,0
606,M,U,Public Sector,50,1985-02-01,2014-06-01,0,0
607,M,M,Private Sector,30,1988-01-01,2016-01-01,0,1
608,M,U,Public Sector,40,1986-05-01,2016-11-01,0,4
609,M,O,Unemployed,40,1981-02-01,2013-08-01,0,4
610,M,U,Public Sector,10,1988-10-01,2015-10-01,0,0
611,M,C,Private Sector,30,1983-04-01,2014-12-01,2,0
612,M,U,Unemployed,30,1992-09-01,2014-05-01,0,4
613,M,C,Private Sector,20,1987-06-01,2015-06-01,3,0
614,M,C,Private Sector,10,1978-02-01,2014-03-01,0,1
615,F,C,Unemployed,10,1987-12-01,2018-04-01,5,0
616,M,M,Unemployed,10,1983-08-01,2015-07-01,1,0
617,M,J,Private Sector,70,1978-06-01,2017-05-01,0,0
618,M,U,Unemployed,30,1979-05-01,2014-06-01,3,0
619,F,O,Self-employed,20,1980-08-01,2013-01-01,3,1
620,M,U,Public Sector,50,1978-11-01,2015-12-01,5,0
621,M,C,Unemployed,50,1985-06-01,2016-10-01,0,0
622,F,C,Public Sector,10,1986-12-01,2014-03-01,4,0
623,F,O,Self-employed,10,1980-12-01,2014-09-01,5,0
624,M,O,Private Sector,40,1974-11-01,2017-01-01,5,0
625,F,O,Public Sector,10,1979-09-01,2015-02-01,2,0
626,M,U,Public Sector,50,1990-02-01,2015-05-01,0,1
627,F,U,Private Sector,30,1982-09-01,2015-02-01,1,0
628,M,C,Private Sector,50,1975-01-01,2012-01-01,5,0
629,M,C,Public Sector,80,1994-03-01,2014-10-01,1,1
630,F,U,Self-employed,30,1982-06-01,2015-08-01,0,0
631,F,C,Unemployed,50,1992-06-01,2015-10-01,0,1
632,M,M,Private Sector,50,1979-08-01,2012-10-01,3,0
633,M,U,Public Sector,50,1985-12-01,2017-01-01,0,0
634,M,J,Private Sector,10,1975-03-01,2016-08-01,5,0
635,M,O,Private Sector,10,1979-11-01,2013-12-01,0,0
636,M,U,Private Sector,70,1982-09-01,2016-01-01,3,0
637,F,J,Unemployed,20,1984-07-01,2016-11-01,0,1
638,F,U,Unemployed,10,1990-03-01,2015-09-01,0,1
639,F,U,Public Sector,20,1984-02-01,2016-04-01,0,6
640,F,U,Private Sector,20,1990-02-01,2014-04-01,0,0
641,M,U,Self-employed,10,1982-05-01,2014-02-01,0,2
642,M,U,Unemployed,20,1968-11-01,2017-12-01,3,1
643,M,C,Public Sector,10,1977-09-01,2015-03-01,0,0
644,M,U,Public Sector,70,1980-01-01,2012-08-01,2,1
645,F,U,Private Sector,10,1983-12-01,2015-07-01,4,0
646,F,O,Self-employed,80,1981-02-01,2016-02-01,5,1
647,M,U,Private Sector,30,1987-10-01,2014-09-01,0,1
648,M,U,Self-employed,30,1988-11-01,2017-01-01,2,1
649,F,U,Unemployed,80,1983-10-01,2013-04-01,0,4
650,M,O,Private Sector,40,1990-01-01,2014-02-01,0,0
651,M,C,Private Sector,40,1985-08-01,2013-10-01,0,0
652,M,C,Public Sector,10,1981-04-01,2015-10-01,2,6
653,F,U,Unemployed,20,1982-10-01,2016-12-01,0,0
654,M,C,Self-employed,30,1969-11-01,2018-03-01,5,0
655,M,M,Self-employed,20,1968-11-01,2016-02-01,0,1
656,F,U,Unemployed,20,1984-06-01,2017-01-01,0,1
657,M,C,Unemployed,70,1985-07-01,2014-04-01,1,1
658,F,U,Public Sector,10,1983-11-01,2017-08-01,0,1
659,M,M,Unemployed,50,1984-12-01,2013-04-01,5,6
660,F,O,Self-employed,10,1976-04-01,2016-09-01,0,4
661,M,U,Private Sector,60,1984-07-01,2017-12-01,0,0
662,M,O,Private Sector,20,1985-10-01,2013-09-01,0,1
663,M,C,Public Sector,50,1992-10-01,2012-11-01,1,2
664,M,U,Unemployed,20,1980-12-01,2017-06-01,0,0
665,F,U,Unemployed,50,1983-07-01,2016-05-01,0,0
666,M,C,Public Sector,30,1991-10-01,2016-01-01,5,1
667,M,C,Private Sector,30,1981-11-01,2015-09-01,0,0
668,M,U,Private Sector,20,1967-01-01,2013-11-01,2,0
669,F,U,Private Sector,40,1984-02-01,2013-06-01,0,1
670,M,U,Unemployed,30,1981-07-01,2012-06-01,0,0
671,F,U,Public Sector,50,1981-11-01,2014-01-01,0,0
672,M,U,Unemployed,40,1986-12-01,2014-05-01,0,0
673,M,U,Private Sector,30,1989-11-01,2013-06-01,0,6
674,M,O,Public Sector,30,1978-01-01,2013-10-01,0,5
675,M,C,Self-employed,20,1970-02-01,2013-11-01,1,0
676,F,O,Private Sector,10,1981-02-01,2014-12-01,0,6
677,F,C,Private Sector,30,1980-07-01,2014-10-01,0,0
678,M,U,Private Sector,30,1980-06-01,2014-11-01,0,4
679,M,M,Public Sector,20,1983-11-01,2016-08-01,0,0
680,F,U,Self-employed,20,1985-04-01,2013-05-01,0,0
681,M,C,Unemployed,20,1984-01-01,2013-08-01,3,1
682,M,J,Private Sector,50,1977-03-01,2017-06-01,1,1
683,M,U,Private Sector,30,1984-05-01,2016-01-01,1,0
684,M,C,Private Sector,10,1982-01-01,2012-12-01,2,0
685,F,U,Public Sector,10,1976-08-01,2015-06-01,1,2
686,M,J,Public Sector,30,1976-03-01,2015-01-01,3,4
687,M,U,Unemployed,20,1993-06-01,2015-02-01,2,1
688,M,C,Private Sector,20,1979-09-01,2014-07-01,1,6
689,M,C,Private Sector,80,1982-10-01,2015-11-01,0,1
690,M,C,Unemployed,30,1975-07-01,2016-10-01,2,4
691,F,U,Private Sector,10,1979-09-01,2016-09-01,1,7
692,M,U,Public Sector,10,1986-03-01,2017-06-01,0,0
693,F,U,Private Sector,60,1982-07-01,2014-01-01,0,7
694,M,J,Self-employed,40,1987-04-01,2017-10-01,3,0
695,M,U,Self-employed,10,1983-01-01,2012-04-01,4,0
696,F,C,Public Sector,10,1983-09-01,2014-10-01,0,7
697,M,U,Private Sector,30,1973-03-01,2014-05-01,5,2
698,M,C,Unemployed,30,1976-01-01,2014-07-01,3,6
699,M,U,Self-employed,30,1982-01-01,2014-06-01,0,1
700,M,J,Public Sector,30,1980-10-01,2014-11-01,0,1
701,M,C,Private Sector,20,1989-08-01,2017-01-01,5,6
702,M,U,Private Sector,60,1975-06-01,2014-04-01,5,1
703,F,U,Private Sector,10,1980-10-01,2014-04-01,0,4
704,M,O,Private Sector,30,1995-05-01,2016-06-01,4,0
705,M,O,Unemployed,10,1979-02-01,2014-05-01,4,7
706,M,U,Public Sector,30,1973-04-01,2014-12-01,0,0
707,M,M,Self-employed,20,1989-05-01,2015-05-01,0,6
708,M,U,Private Sector,20,1984-10-01,2015-07-01,0,1
709,F,U,Private Sector,20,1985-05-01,2013-03-01,2,6
710,F,U,Private Sector,50,1976-11-01,2012-11-01,0,7
711,M,O,Unemployed,10,1983-09-01,2014-08-01,0,0
712,M,O,Private Sector,40,1991-07-01,2017-03-01,1,2
713,F,U,Private Sector,40,1978-12-01,2016-01-01,5,0
714,M,C,Unemployed,50,1990-07-01,2013-12-01,0,6
715,F,J,Private Sector,20,1979-04-01,2016-05-01,0,1
716,F,J,Unemployed,10,1987-02-01,2015-11-01,3,1
717,M,M,Public Sector,40,1979-08-01,2012-09-01,0,4
718,F,U,Self-employed,30,1970-02-01,2014-03-01,0,1
719,M,U,Private Sector,20,1981-11-01,2013-04-01,2,0
720,F,U,Self-employed,40,1980-03-01,2014-03-01,4,0
721,M,U,Private Sector,10,1978-08-01,2013-07-01,1,0
722,F,C,Public Sector,40,1986-08-01,2015-04-01,3,1
723,M,U,Private Sector,20,1983-12-01,2015-10-01,3,1
724,F,U,Unemployed,40,1970-10-01,2016-01-01,0,1
725,M,C,Unemployed,10,1982-09-01,2013-04-01,4,6
726,F,C,Unemployed,40,1979-02-01,2012-05-01,0,0
727,M,U,Private Sector,30,1970-05-01,2015-07-01,0,0
728,M,C,Public Sector,10,1981-08-01,2015-01-01,4,3
729,F,U,Public Sector,20,1989-04-01,2014-05-01,3,0
730,M,J,Unemployed,40,1986-03-01,2016-06-01,0,0
731,F,U,Public Sector,80,1983-01-01,2016-09-01,0,0
732,M,U,Public Sector,20,1986-05-01,2015-02-01,2,0
733,M,U,Private Sector,30,1982-10-01,2015-11-01,0,3
734,F,C,Unemployed,80,1990-02-01,2012-04-01,1,0
735,M,U,Public Sector,30,1989-04-01,2015-03-01,0,2
736,F,U,Private Sector,80,1974-07-01,2015-11-01,1,0
737,M,U,Unemployed,50,1983-10-01,2015-05-01,0,0
738,M,U,Unemployed,50,1983-06-01,2015-09-01,5,0
739,F,M,Public Sector,80,1984-04-01,2014-04-01,0,1
740,M,U,Private Sector,30,1982-06-01,2013-11-01,1,0
741,F,C,Private Sector,80,1990-04-01,2014-03-01,0,0
742,M,U,Unemployed,40,1979-10-01,2017-03-01,0,1
743,F,U,Private Sector,80,1986-11-01,2015-07-01,2,0
744,M,U,Private Sector,10,1984-05-01,2016-02-01,1,0
745,M,U,Public Sector,10,1979-09-01,2015-08-01,0,1
746,M,C,Private Sector,50,1978-05-01,2012-06-01,0,0
747,M,U,Unemployed,20,1991-01-01,2014-07-01,3,0
748,M,U,Public Sector,40,1979-02-01,2012-06-01,0,0
749,M,C,Public Sector,50,1977-02-01,2013-07-01,0,0
750,M,C,Public Sector,30,1988-12-01,2014-09-01,1,4
751,M,U,Unemployed,50,1984-11-01,2016-03-01,1,1
752,M,C,Private Sector,10,1984-05-01,2015-01-01,0,0
753,M,J,Public Sector,80,1971-10-01,2017-02-01,5,0
754,M,O,Unemployed,10,1980-05-01,2015-01-01,5,3
755,M,M,Self-employed,50,1983-05-01,2014-12-01,3,4
756,M,C,Private Sector,10,1982-06-01,2016-02-01,2,0
757,M,U,Private Sector,40,1973-03-01,2013-11-01,1,6
758,M,J,Private Sector,60,1985-06-01,2013-03-01,0,0
759,F,U,Private Sector,30,1983-06-01,2016-11-01,1,1
760,M,M,Public Sector,70,1980-08-01,2014-10-01,0,0
761,M,C,Self-employed,50,1990-11-01,2017-11-01,1,0
762,M,U,Private Sector,80,1990-02-01,2016-10-01,0,2
763,M,U,Public Sector,80,1975-01-01,2015-09-01,0,0
764,F,C,Private Sector,50,1986-10-01,2014-06-01,2,1
765,M,U,Unemployed,70,1979-03-01,2014-09-01,0,2
766,M,C,Unemployed,30,1986-06-01,2014-03-01,0,0
767,M,J,Unemployed,10,1988-08-01,2016-07-01,4,7
768,M,O,Public Sector,20,1969-05-01,2014-04-01,1,0
769,M,M,Public Sector,60,1985-08-01,2015-03-01,1,5
770,M,U,Unemployed,30,1984-01-01,2014-05-01,1,2
771,M,C,Unemployed,20,1987-09-01,2014-09-01,0,2
772,M,U,Public Sector,10,1975-05-01,2012-11-01,0,1
773,M,O,Unemployed,10,1996-08-01,2014-01-01,0,0
774,F,O,Public Sector,80,1982-05-01,2013-05-01,3,2
775,F,C,Unemployed,50,1980-09-01,2014-12-01,2,0
776,M,J,Private Sector,30,1979-10-01,2015-12-01,2,0
777,M,U,Public Sector,20,1976-12-01,2015-04-01,0,0
778,F,O,Self-employed,10,1978-05-01,2013-02-01,2,1
779,M,C,Self-employed,10,1992-08-01,2015-03-01,0,0
780,M,U,Public Sector,10,1979-02-01,2014-08-01,0,0
781,M,O,Public Sector,10,1981-07-01,2012-07-01,0,6
782,F,J,Public Sector,10,1983-06-01,2015-02-01,5,1
783,M,C,Public Sector,40,1978-09-01,2016-05-01,1,3
784,M,C,Private Sector,10,1972-11-01,2015-03-01,1,0
785,M,J,Private Sector,10,1984-08-01,2015-10-01,0,6
786,F,M,Public Sector,60,1983-10-01,2015-01-01,3,0
787,F,U,Private Sector,40,1978-04-01,2015-11-01,0,0
788,M,J,Private Sector,10,1995-12-01,2017-05-01,5,1
789,M,C,Private Sector,50,1973-11-01,2016-12-01,0,2
790,M,U,Private Sector,60,1993-11-01,2016-12-01,0,0
791,M,O,Public Sector,70,1988-06-01,2015-10-01,1,0
792,M,C,Public Sector,20,1985-04-01,2016-02-01,1,0
793,M,C,Self-employed,80,1982-06-01,2016-03-01,0,1
794,M,C,Public Sector,80,1981-12-01,2017-12-01,0,1
795,F,U,Private Sector,40,1986-02-01,2017-01-01,2,1
796,M,C,Unemployed,70,1978-10-01,2016-03-01,1,0
797,M,C,Private Sector,20,1977-11-01,2018-01-01,3,2
798,M,C,Public Sector,10,1993-02-01,2017-03-01,0,0
799,M,U,Unemployed,80,1985-05-01,2015-05-01,5,3
800,M,C,Private Sector,10,1976-08-01,2015-09-01,2,0
801,M,C,Private Sector,50,1985-04-01,2015-02-01,0,0
802,F,U,Public Sector,40,1984-03-01,2015-02-01,0,1
803,F,C,Private Sector,10,1982-11-01,2016-06-01,5,0
804,M,C,Private Sector,20,1979-05-01,2016-07-01,0,0
805,F,J,Private Sector,20,1975-08-01,2015-01-01,0,4
806,M,C,Public Sector,30,1984-11-01,2018-02-01,4,0
807,F,U,Private Sector,40,1976-10-01,2014-09-01,0,0
808,M,J,Private Sector,70,1975-11-01,2014-01-01,0,0
809,M,U,Unemployed,10,1974-09-01,2013-12-01,0,0
810,M,O,Public Sector,10,1977-02-01,2016-08-01,0,1
811,M,C,Private Sector,30,1986-01-01,2014-08-01,0,0
812,M,U,Private Sector,40,1971-02-01,2015-08-01,0,5
813,M,U,Private Sector,60,1970-04-01,2013-11-01,0,0
814,M,C,Public Sector,80,1990-08-01,2014-08-01,0,4
815,M,U,Public Sector,60,1992-10-01,2015-06-01,0,0
816,M,U,Private Sector,40,1981-08-01,2013-09-01,5,1
817,M,O,Private Sector,50,1981-07-01,2014-06-01,4,0
818,M,J,Private Sector,50,1977-10-01,2014-10-01,3,2
819,F,J,Unemployed,30,1979-08-01,2016-07-01,0,1
820,F,C,Public Sector,10,1986-10-01,2017-10-01,3,1
821,M,O,Private Sector,10,1980-11-01,2016-02-01,2,1
822,F,U,Private Sector,30,1987-06-01,2013-06-01,1,7
823,M,U,Public Sector,30,1990-04-01,2014-10-01,0,0
824,M,U,Unemployed,10,1974-11-01,2014-03-01,1,2
825,M,U,Public Sector,30,1991-03-01,2016-08-01,0,4
826,F,U,Private Sector,60,1982-09-01,2013-01-01,0,4
827,M,U,Private Sector,30,1984-04-01,2016-03-01,0,1
828,F,C,Private Sector,60,1980-01-01,2015-07-01,0,0
829,F,U,Unemployed,10,1980-02-01,2015-01-01,4,7
830,M,U,Public Sector,20,1978-09-01,2016-02-01,0,1
831,M,M,Private Sector,80,1986-10-01,2015-12-01,0,2
832,F,M,Public Sector,50,1988-04-01,2014-03-01,1,4
833,M,U,Unemployed,20,1975-10-01,2014-07-01,0,0
834,M,O,Public Sector,60,1977-08-01,2016-04-01,2,0
835,F,U,Unemployed,30,1991-12-01,2012-11-01,0,0
836,M,O,Private Sector,10,1988-06-01,2015-02-01,1,6
837,M,U,Private Sector,10,1982-09-01,2016-09-01,0,0
838,M,U,Private Sector,20,1975-06-01,2012-09-01,0,4
839,M,M,Public Sector,60,1987-02-01,2014-10-01,0,0
840,M,U,Private Sector,60,1986-09-01,2016-06-01,3,6
841,M,U,Private Sector,50,1979-09-01,2015-09-01,0,1
842,M,C,Unemployed,10,1973-07-01,2015-04-01,1,1
843,M,U,Public Sector,70,1974-07-01,2015-11-01,0,1
844,M,J,Unemployed,30,1999-11-01,2017-03-01,5,6
845,M,U,Public Sector,50,1990-11-01,2015-10-01,0,0
846,M,U,Public Sector,20,1982-09-01,2015-04-01,1,0
847,M,C,Private Sector,30,1977-08-01,2017-01-01,2,4
848,M,U,Private Sector,30,1991-04-01,2013-12-01,2,0
849,M,M,Unemployed,10,1987-11-01,2014-08-01,0,0
850,M,U,Unemployed,10,1986-12-01,2013-07-01,0,2
851,M,C,Private Sector,30,1987-11-01,2014-12-01,0,3
852,M,U,Unemployed,20,1987-07-01,2013-08-01,0,1
853,M,C,Unemployed,40,1980-04-01,2015-11-01,1,0
854,M,U,Public Sector,50,1984-09-01,2013-08-01,0,1
855,M,C,Public Sector,50,1985-03-01,2013-04-01,3,6
856,M,J,Unemployed,20,1980-05-01,2014-04-01,1,4
857,M,C,Public Sector,50,1977-01-01,2016-09-01,0,1
858,M,U,Unemployed,30,1979-04-01,2015-04-01,0,0
859,F,U,Private Sector,60,1990-12-01,2018-05-01,3,0
860,M,U,Unemployed,30,1978-02-01,2015-06-01,2,4
861,M,U,Private Sector,30,1987-04-01,2014-06-01,0,4
862,M,C,Private Sector,40,1978-04-01,2012-05-01,0,2
863,F,C,Unemployed,20,1980-03-01,2016-01-01,0,1
864,M,C,Unemployed,50,1989-04-01,2015-11-01,0,1
865,M,C,Private Sector,30,1981-06-01,2013-09-01,2,0
866,M,C,Public Sector,20,1982-03-01,2014-06-01,0,0
867,F,U,Private Sector,70,1984-09-01,2014-02-01,0,6
868,M,C,Public Sector,50,1986-12-01,2015-04-01,5,0
